x,y,z,quality,true_x,true_y,true_z
0.52527034,0.088662863,0.039072119,84,0.5,0.25,0.0
0.46774629,0.18305776,-0.039643463,58,0.5,0.25,0.0
0.43032932,0.23595482,0.053994898,59,0.5,0.25,0.0
0.39923024,0.29229477,0.10308506,57,0.5,0.25,0.0
0.3964003,0.29995596,0.017185288,62,0.5,0.25,0.0
0.46826196,0.1770809,0.083185434,82,0.5,0.25,0.0
0.49972308,0.12151229,0.010473245,71,0.5,0.25,0.0
0.45078072,0.2147138,0.069797754,61,0.5,0.25,0.0
0.42524037,0.27513203,0.12831406,64,0.5,0.25,0.0
0.47712678,0.17245463,0.1381353,77,0.5,0.25,0.0
0.45500582,0.22019495,0.11905801,84,0.5,0.25,0.0
0.41045466,0.290816,0.12710863,62,0.5,0.25,0.0
0.46295702,0.17463543,0.12998675,81,0.5,0.25,0.0
0.44269326,0.21303922,0.14313772,72,0.5,0.25,0.0
0.42155635,0.25505272,0.19134684,62,0.5,0.25,0.0
0.40385574,0.30569422,0.063669726,65,0.5,0.25,0.0
0.3892875,0.34838405,-0.018225165,63,0.5,0.25,0.0
0.37841097,0.37973019,-0.091377661,65,0.5,0.25,0.0
0.3763313,0.37795833,-0.076989792,82,0.5,0.25,0.0
0.38003621,0.35403734,-0.10735482,73,0.5,0.25,0.0
0.39451465,0.32649127,-0.13694368,71,0.5,0.25,0.0
0.4422451,0.22256921,-0.030361775,77,0.5,0.25,0.0
0.48279014,0.14519934,-0.066920638,74,0.5,0.25,0.0
0.52085668,0.065677315,-0.12696195,82,0.5,0.25,0.0
0.53920972,0.039060324,-0.0746385,68,0.5,0.25,0.0
0.49968708,0.12660734,-0.10418227,64,0.5,0.25,0.0
0.46261296,0.19042681,0.0052518127,61,0.5,0.25,0.0
0.49616268,0.10498638,-0.0056899642,79,0.5,0.25,0.0
0.52834392,0.060643282,-0.067411408,73,0.5,0.25,0.0
0.538433,0.052066468,-0.025772406,74,0.5,0.25,0.0
0.48770675,0.16952768,-0.071353056,64,0.5,0.25,0.0
0.52652329,0.086177684,-0.081924252,79,0.5,0.25,0.0
0.5142498,0.067274839,-0.00974647,71,0.5,0.25,0.0
0.45488766,0.17785318,-0.038819753,65,0.5,0.25,0.0
0.42879355,0.24182086,0.049577791,63,0.5,0.25,0.0
0.40382662,0.28662813,0.11190357,59,0.5,0.25,0.0
0.4557859,0.18852437,0.13933049,76,0.5,0.25,0.0
0.42775112,0.25781119,0.18087305,64,0.5,0.25,0.0
0.48010543,0.14153017,0.20261361,84,0.5,0.25,0.0
0.4498964,0.22761527,0.22876117,67,0.5,0.25,0.0
0.41837764,0.29016584,0.22599977,58,0.5,0.25,0.0
0.45769995,0.18601795,0.23786515,79,0.5,0.25,0.0
0.48512715,0.14036532,0.14540094,66,0.5,0.25,0.0
0.44851369,0.21028349,0.18620621,60,0.5,0.25,0.0
0.4908413,0.12595245,0.084290586,77,0.5,0.25,0.0
0.44943324,0.21455644,0.14388902,65,0.5,0.25,0.0
0.42599,0.27803952,0.17963585,64,0.5,0.25,0.0
0.40698904,0.29286596,0.098251514,75,0.5,0.25,0.0
0.38719246,0.317057,0.0021550923,55,0.5,0.25,0.0
0.3720758,0.34356123,-0.077692308,60,0.5,0.25,0.0
0.35204697,0.3747268,-0.10613935,60,0.5,0.25,0.0
0.35775793,0.37940994,-0.10703091,75,0.5,0.25,0.0
0.42050272,0.24842927,-0.052182876,78,0.5,0.25,0.0
0.39577141,0.30305886,0.027374065,60,0.5,0.25,0.0
0.39379293,0.31482169,0.020530548,88,0.5,0.25,0.0
0.45727587,0.18663357,0.044553518,82,0.5,0.25,0.0
0.442601,0.23313586,0.080992386,67,0.5,0.25,0.0
0.42872488,0.25890225,0.11937629,62,0.5,0.25,0.0
0.4211596,0.26302156,0.044405974,78,0.5,0.25,0.0
0.41253507,0.28801802,-0.052152943,64,0.5,0.25,0.0
0.456921,0.19268028,0.03587896,77,0.5,0.25,0.0
0.49564505,0.10076936,0.00050898129,81,0.5,0.25,0.0
0.51082438,0.082161024,-0.038113743,67,0.5,0.25,0.0
0.46339384,0.13509005,-0.10043141,50,0.5,0.25,0.0
0.50604451,0.076950349,-0.13013405,74,0.5,0.25,0.0
0.52138561,0.058564622,-0.064602621,66,0.5,0.25,0.0
0.54953831,0.010215797,-0.03719924,76,0.5,0.25,0.0
0.56005859,-0.021084674,0.014671626,76,0.5,0.25,0.0
0.50838196,0.068093851,-0.0083448524,83,0.5,0.25,0.0
